"Country","Month","Year","region","New_cases","New_deaths","Cumulative_cases","Cumulative_deaths"
"Bosnia and Herzegovina",10,2020,"Europe & Central Asia",20911,369,48137,1212
"Bulgaria",10,2020,"Europe & Central Asia",30494,441,51041,1254
"Croatia",10,2020,"Europe & Central Asia",30167,256,46547,531
"Cyprus",10,2020,"Europe & Central Asia",2474,3,4217,25
"Czechia",10,2020,"Europe & Central Asia",255907,2751,323808,3410
"Denmark",10,2020,"Europe & Central Asia",19009,71,47080,727
"Estonia",10,2020,"Europe & Central Asia",1527,9,4905,73
"Faroe Islands",10,2020,"Europe & Central Asia",31,0,497,0
"Finland",10,2020,"Europe & Central Asia",6205,21,16445,350
"France",10,2020,"Europe & Central Asia",925313,4573,1512058,36263
"Georgia",10,2020,"Europe & Central Asia",32744,271,38936,307
"Germany",10,2020,"Europe & Central Asia",241466,3063,532683,12919
"Gibraltar",10,2020,"Europe & Central Asia",306,0,680,0
"Greece",10,2020,"Europe & Central Asia",19073,232,37196,620
"Greenland",10,2020,"Europe & Central Asia",3,0,17,0
"Guernsey",10,2020,"Europe & Central Asia",10,0,267,16
"Holy See",10,2020,"Europe & Central Asia",14,0,26,0
"Hungary",10,2020,"Europe & Central Asia",48860,985,75321,1750
"Iceland",10,2020,"Europe & Central Asia",2112,2,4811,12
"Ireland",10,2020,"Europe & Central Asia",26397,127,62137,1902
"Isle of Man",10,2020,"Europe & Central Asia",13,0,355,34
"Italy",10,2020,"Europe & Central Asia",334663,2446,647674,38321
"Jersey",10,2020,"Europe & Central Asia",162,0,561,32
"Kazakhstan",10,2020,"Europe & Central Asia",8992,144,149699,2219
"Kosovo[1]",10,2020,"Europe & Central Asia",3754,53,19285,668
"Kyrgyzstan",10,2020,"Europe & Central Asia",12209,81,58878,1145
"Latvia",10,2020,"Europe & Central Asia",4070,34,5894,71
"Liechtenstein",10,2020,"Europe & Central Asia",458,2,578,3
"Lithuania",10,2020,"Europe & Central Asia",10940,74,15698,151
"Luxembourg",10,2020,"Europe & Central Asia",8691,27,17106,152
"Monaco",10,2020,"Europe & Central Asia",141,0,355,2
"Montenegro",10,2020,"Europe & Central Asia",7517,127,18455,290
"Netherlands",10,2020,"Europe & Central Asia",223071,952,340362,7343
"North Macedonia",10,2020,"Europe & Central Asia",12702,245,30488,982
"Norway",10,2020,"Europe & Central Asia",6228,7,20180,281
"Poland",10,2020,"Europe & Central Asia",252872,2868,342834,5351
"Portugal",10,2020,"Europe & Central Asia",57247,510,133036,2479
"Republic of Moldova",10,2020,"Europe & Central Asia",23172,473,75201,1792
"Romania",10,2020,"Europe & Central Asia",110172,2075,235586,6867
"Russian Federation",10,2020,"Europe & Central Asia",441830,7268,1618116,27990
"San Marino",10,2020,"Europe & Central Asia",214,0,965,42
"Serbia",10,2020,"Europe & Central Asia",11658,65,45137,814
"Slovakia",10,2020,"Europe & Central Asia",47523,171,57664,219
"Slovenia",10,2020,"Europe & Central Asia",28624,236,34315,392
"Spain",10,2020,"Europe & Central Asia",455852,5180,1247575,39316
"Sweden",10,2020,"Europe & Central Asia",35894,142,129046,5982
"Switzerland",10,2020,"Europe & Central Asia",117622,425,171127,2258
"Tajikistan",10,2020,"Europe & Central Asia",1251,7,10977,82
"The United Kingdom",10,2020,"Europe & Central Asia",563450,4694,1032173,47050
"Türkiye",10,2020,"Europe & Central Asia",264512,2047,1012504,10177
"Turkmenistan",10,2020,"Europe & Central Asia",0,0,0,0
"Ukraine",10,2020,"Europe & Central Asia",178522,3067,387481,7196
"Uzbekistan",10,2020,"Europe & Central Asia",10282,96,66801,564
"Albania",11,2020,"Europe & Central Asia",16991,296,37625,798
"Andorra",11,2020,"Europe & Central Asia",2047,1,6712,76
"Armenia",11,2020,"Europe & Central Asia",45311,823,135124,2164
"Austria",11,2020,"Europe & Central Asia",176995,2649,275239,3986
"Azerbaijan",11,2020,"Europe & Central Asia",60873,615,114025,1323
"Belarus",11,2020,"Europe & Central Asia",37509,174,135008,1151
"Belgium",11,2020,"Europe & Central Asia",135169,5134,580306,16958
"Bosnia and Herzegovina",11,2020,"Europe & Central Asia",39137,1408,87274,2620
"Bulgaria",11,2020,"Europe & Central Asia",91445,2560,142486,3814
"Croatia",11,2020,"Europe & Central Asia",80065,1181,126612,1712
"Cyprus",11,2020,"Europe & Central Asia",6166,23,10383,48
"Czechia",11,2020,"Europe & Central Asia",196085,5072,519893,8482
"Denmark",11,2020,"Europe & Central Asia",33757,110,80837,837
"Estonia",11,2020,"Europe & Central Asia",7406,39,12311,112
"Faroe Islands",11,2020,"Europe & Central Asia",8,0,505,0
"Finland",11,2020,"Europe & Central Asia",9077,91,25522,441
"France",11,2020,"Europe & Central Asia",673758,15702,2185816,51965
"Georgia",11,2020,"Europe & Central Asia",96648,960,135584,1267
"Germany",11,2020,"Europe & Central Asia",529640,11618,1062323,24537
"Gibraltar",11,2020,"Europe & Central Asia",321,5,1001,5
"Greece",11,2020,"Europe & Central Asia",67031,1701,104227,2321
"Greenland",11,2020,"Europe & Central Asia",1,0,18,0
"Guernsey",11,2020,"Europe & Central Asia",19,0,286,16
"Holy See",11,2020,"Europe & Central Asia",0,0,26,0
"Hungary",11,2020,"Europe & Central Asia",141801,3073,217122,4823
"Iceland",11,2020,"Europe & Central Asia",577,14,5388,26
"Ireland",11,2020,"Europe & Central Asia",11182,187,73319,2089
"Isle of Man",11,2020,"Europe & Central Asia",16,1,371,35
"Italy",11,2020,"Europe & Central Asia",937504,16583,1585178,54904
"Jersey",11,2020,"Europe & Central Asia",413,0,974,32
"Kazakhstan",11,2020,"Europe & Central Asia",24107,258,173806,2477
"Kosovo[1]",11,2020,"Europe & Central Asia",19729,327,39014,995
"Kyrgyzstan",11,2020,"Europe & Central Asia",13929,126,72807,1271
"Latvia",11,2020,"Europe & Central Asia",11181,135,17075,206
"Liechtenstein",11,2020,"Europe & Central Asia",736,14,1314,17
"Lithuania",11,2020,"Europe & Central Asia",46799,469,62497,620
"Luxembourg",11,2020,"Europe & Central Asia",17370,173,34476,325
"Monaco",11,2020,"Europe & Central Asia",253,1,608,3
"Montenegro",11,2020,"Europe & Central Asia",16317,190,34772,480
"Netherlands",11,2020,"Europe & Central Asia",177163,1985,517525,9328
"North Macedonia",11,2020,"Europe & Central Asia",31055,749,61543,1731
"Norway",11,2020,"Europe & Central Asia",15817,47,35997,328
"Poland",11,2020,"Europe & Central Asia",650755,11830,993589,17181
"Portugal",11,2020,"Europe & Central Asia",141536,1958,274572,4437
"Republic of Moldova",11,2020,"Europe & Central Asia",31816,575,107017,2367
"Romania",11,2020,"Europe & Central Asia",235950,4326,471536,11193
"Russian Federation",11,2020,"Europe & Central Asia",677538,11905,2295654,39895
"San Marino",11,2020,"Europe & Central Asia",661,3,1626,45
"Serbia",11,2020,"Europe & Central Asia",124077,735,169214,1549
"Slovakia",11,2020,"Europe & Central Asia",48265,620,105929,839
"Slovenia",11,2020,"Europe & Central Asia",41556,1177,75871,1569
"Spain",11,2020,"Europe & Central Asia",434033,9326,1681608,48642
"Sweden",11,2020,"Europe & Central Asia",128512,1176,257558,7158
"Switzerland",11,2020,"Europe & Central Asia",155830,2567,326957,4825
"Tajikistan",11,2020,"Europe & Central Asia",1178,4,12155,86
"The United Kingdom",11,2020,"Europe & Central Asia",618891,12676,1651064,59726
"Türkiye",11,2020,"Europe & Central Asia",387925,3381,1400429,13558
"Turkmenistan",11,2020,"Europe & Central Asia",0,0,0,0
"Ukraine",11,2020,"Europe & Central Asia",345144,5131,732625,12327
"Uzbekistan",11,2020,"Europe & Central Asia",6119,44,72920,608
"Albania",12,2020,"Europe & Central Asia",20102,376,57727,1174
"Andorra",12,2020,"Europe & Central Asia",1271,8,7983,84
"Armenia",12,2020,"Europe & Central Asia",24285,659,159409,2823
"Austria",12,2020,"Europe & Central Asia",77469,3398,352708,7384
"Azerbaijan",12,2020,"Europe & Central Asia",102559,1252,216584,2575
"Belarus",12,2020,"Europe & Central Asia",57353,263,192361,1414
"Belgium",12,2020,"Europe & Central Asia",68108,2791,648414,19749
"Bosnia and Herzegovina",12,2020,"Europe & Central Asia",23711,1430,110985,4050
"Bulgaria",12,2020,"Europe & Central Asia",58734,3701,201220,7515
"Croatia",12,2020,"Europe & Central Asia",81834,2148,208446,3860
"Cyprus",12,2020,"Europe & Central Asia",11964,74,22347,122
"Czechia",12,2020,"Europe & Central Asia",200243,3406,720136,11888
"Denmark",12,2020,"Europe & Central Asia",84504,449,165341,1286
"Estonia",12,2020,"Europe & Central Asia",15696,117,28007,229
"Faroe Islands",12,2020,"Europe & Central Asia",103,0,608,0
"Finland",12,2020,"Europe & Central Asia",10902,150,36424,591
"France",12,2020,"Europe & Central Asia",379156,12039,2564972,64004
"Georgia",12,2020,"Europe & Central Asia",91836,1238,227420,2505
"Germany",12,2020,"Europe & Central Asia",672515,25843,1734838,50380
"Gibraltar",12,2020,"Europe & Central Asia",784,1,1785,6
"Greece",12,2020,"Europe & Central Asia",33691,2467,137918,4788
"Greenland",12,2020,"Europe & Central Asia",9,0,27,0
"Guernsey",12,2020,"Europe & Central Asia",12,0,298,16
"Holy See",12,2020,"Europe & Central Asia",0,0,26,0
"Hungary",12,2020,"Europe & Central Asia",105392,4714,322514,9537
"Iceland",12,2020,"Europe & Central Asia",375,3,5763,29
"Ireland",12,2020,"Europe & Central Asia",17918,181,91237,2270
"Isle of Man",12,2020,"Europe & Central Asia",8,0,379,35
"Italy",12,2020,"Europe & Central Asia",498511,18700,2083689,73604
"Jersey",12,2020,"Europe & Central Asia",1753,10,2727,42
"Kazakhstan",12,2020,"Europe & Central Asia",26637,272,200443,2749
"Kosovo[1]",12,2020,"Europe & Central Asia",12087,327,51101,1322
"Kyrgyzstan",12,2020,"Europe & Central Asia",8227,84,81034,1355
"Latvia",12,2020,"Europe & Central Asia",23829,429,40904,635
"Liechtenstein",12,2020,"Europe & Central Asia",909,27,2223,44
"Lithuania",12,2020,"Europe & Central Asia",82554,1181,145051,1801
"Luxembourg",12,2020,"Europe & Central Asia",11858,177,46334,502
"Monaco",12,2020,"Europe & Central Asia",245,0,853,3
"Montenegro",12,2020,"Europe & Central Asia",12896,197,47668,677
"Netherlands",12,2020,"Europe & Central Asia",268349,1968,785874,11296
"North Macedonia",12,2020,"Europe & Central Asia",21251,757,82794,2488
"Norway",12,2020,"Europe & Central Asia",13147,105,49144,433
"Poland",12,2020,"Europe & Central Asia",304432,11460,1298021,28641
"Portugal",12,2020,"Europe & Central Asia",112481,2403,387053,6840
"Republic of Moldova",12,2020,"Europe & Central Asia",36824,743,143841,3110
"Romania",12,2020,"Europe & Central Asia",156405,4403,627941,15596
"Russian Federation",12,2020,"Europe & Central Asia",863643,17124,3159297,57019
"San Marino",12,2020,"Europe & Central Asia",775,14,2401,59
"Serbia",12,2020,"Europe & Central Asia",165777,1614,334991,3163
"Slovakia",12,2020,"Europe & Central Asia",73614,1299,179543,2138
"Slovenia",12,2020,"Europe & Central Asia",46391,1415,122262,2984
"Spain",12,2020,"Europe & Central Asia",273608,5817,1955216,54459
"Sweden",12,2020,"Europe & Central Asia",190201,2548,447759,9706
"Switzerland",12,2020,"Europe & Central Asia",124192,2703,451149,7528
"Tajikistan",12,2020,"Europe & Central Asia",1510,4,13665,90
"The United Kingdom",12,2020,"Europe & Central Asia",912503,15514,2563567,75240
"Türkiye",12,2020,"Europe & Central Asia",793843,7084,2194272,20642
"Turkmenistan",12,2020,"Europe & Central Asia",0,0,0,0
"Ukraine",12,2020,"Europe & Central Asia",322422,6206,1055047,18533
"Uzbekistan",12,2020,"Europe & Central Asia",4140,6,77060,614
"Albania",1,2021,"Europe & Central Asia",19524,195,77251,1369
"Andorra",1,2021,"Europe & Central Asia",1902,17,9885,101
"Armenia",1,2021,"Europe & Central Asia",7617,257,167026,3080
"Austria",1,2021,"Europe & Central Asia",52904,1899,405612,9283
"Azerbaijan",1,2021,"Europe & Central Asia",13351,544,229935,3119
"Belarus",1,2021,"Europe & Central Asia",54209,294,246570,1708
"Belgium",1,2021,"Europe & Central Asia",60841,1625,709255,21374
"Bosnia and Herzegovina",1,2021,"Europe & Central Asia",10906,646,121891,4696
"Bulgaria",1,2021,"Europe & Central Asia",17398,1513,218618,9028
"Croatia",1,2021,"Europe & Central Asia",23644,1138,232090,4998
"Cyprus",1,2021,"Europe & Central Asia",8881,78,31228,200
"Czechia",1,2021,"Europe & Central Asia",267882,4865,988018,16753
"Denmark",1,2021,"Europe & Central Asia",32905,844,198246,2130
"Estonia",1,2021,"Europe & Central Asia",16258,190,44265,419
"Faroe Islands",1,2021,"Europe & Central Asia",49,1,657,1
"Finland",1,2021,"Europe & Central Asia",9359,111,45783,702
"France",1,2021,"Europe & Central Asia",549570,11462,3114542,75466
"Georgia",1,2021,"Europe & Central Asia",30691,673,258111,3178
"Germany",1,2021,"Europe & Central Asia",482538,20092,2217376,70472
"Gibraltar",1,2021,"Europe & Central Asia",2303,67,4088,73
"Greece",1,2021,"Europe & Central Asia",18555,991,156473,5779
"Greenland",1,2021,"Europe & Central Asia",3,0,30,0
"Guernsey",1,2021,"Europe & Central Asia",195,0,493,16
"Holy See",1,2021,"Europe & Central Asia",0,0,26,0
"Hungary",1,2021,"Europe & Central Asia",45072,2987,367586,12524
"Iceland",1,2021,"Europe & Central Asia",251,0,6014,29
"Ireland",1,2021,"Europe & Central Asia",105144,1337,196381,3607
"Isle of Man",1,2021,"Europe & Central Asia",55,0,434,35
"Italy",1,2021,"Europe & Central Asia",458094,14675,2541783,88279
"Jersey",1,2021,"Europe & Central Asia",411,24,3138,66
"Kazakhstan",1,2021,"Europe & Central Asia",34126,286,234569,3035
"Kosovo[1]",1,2021,"Europe & Central Asia",8790,160,59891,1482
"Kyrgyzstan",1,2021,"Europe & Central Asia",3495,57,84529,1412
"Latvia",1,2021,"Europe & Central Asia",25337,560,66241,1195
"Liechtenstein",1,2021,"Europe & Central Asia",344,9,2567,53
"Lithuania",1,2021,"Europe & Central Asia",39396,1021,184447,2822
"Luxembourg",1,2021,"Europe & Central Asia",4112,83,50446,585
"Monaco",1,2021,"Europe & Central Asia",622,9,1475,12
"Montenegro",1,2021,"Europe & Central Asia",13515,123,61183,800
"Netherlands",1,2021,"Europe & Central Asia",188021,2644,973895,13940
"North Macedonia",1,2021,"Europe & Central Asia",9724,360,92518,2848
"Norway",1,2021,"Europe & Central Asia",13892,130,63036,563
"Poland",1,2021,"Europe & Central Asia",218147,8616,1516168,37257
"Portugal",1,2021,"Europe & Central Asia",287403,5370,674456,12210
"Republic of Moldova",1,2021,"Europe & Central Asia",15672,511,159513,3621
"Romania",1,2021,"Europe & Central Asia",98977,2668,726918,18264
"Russian Federation",1,2021,"Europe & Central Asia",691142,16163,3850439,73182
"San Marino",1,2021,"Europe & Central Asia",682,8,3083,67
"Serbia",1,2021,"Europe & Central Asia",58906,837,393897,4000
"Slovakia",1,2021,"Europe & Central Asia",70370,2504,249913,4642
"Slovenia",1,2021,"Europe & Central Asia",44311,852,166573,3836
"Spain",1,2021,"Europe & Central Asia",876496,11048,2831712,65507
"Sweden",1,2021,"Europe & Central Asia",125994,2484,573753,12190
"Switzerland",1,2021,"Europe & Central Asia",71179,1637,522328,9165
"Tajikistan",1,2021,"Europe & Central Asia",49,1,13714,91
"The United Kingdom",1,2021,"Europe & Central Asia",1317162,33501,3880729,108741
"Türkiye",1,2021,"Europe & Central Asia",276629,5223,2470901,25865
"Turkmenistan",1,2021,"Europe & Central Asia",0,0,0,0
"Ukraine",1,2021,"Europe & Central Asia",164408,4174,1219455,22707
"Uzbekistan",1,2021,"Europe & Central Asia",1651,7,78711,621
"Albania",2,2021,"Europe & Central Asia",28964,406,106215,1775
"Andorra",2,2021,"Europe & Central Asia",964,9,10849,110
"Armenia",2,2021,"Europe & Central Asia",5032,112,172058,3192
"Austria",2,2021,"Europe & Central Asia",43045,1033,448657,10316
"Azerbaijan",2,2021,"Europe & Central Asia",4054,94,233989,3213
"Belarus",2,2021,"Europe & Central Asia",39389,258,285959,1966
"Belgium",2,2021,"Europe & Central Asia",59562,984,768817,22358
"Bosnia and Herzegovina",2,2021,"Europe & Central Asia",9799,392,131690,5088
"Bulgaria",2,2021,"Europe & Central Asia",28088,1139,246706,10167
"Croatia",2,2021,"Europe & Central Asia",10527,513,242617,5511
"Cyprus",2,2021,"Europe & Central Asia",3708,36,34936,236
"Czechia",2,2021,"Europe & Central Asia",251598,4100,1239616,20853
"Denmark",2,2021,"Europe & Central Asia",12778,246,211024,2376
"Estonia",2,2021,"Europe & Central Asia",21406,170,65671,589
"Faroe Islands",2,2021,"Europe & Central Asia",4,0,661,1
"Finland",2,2021,"Europe & Central Asia",12570,82,58353,784
"France",2,2021,"Europe & Central Asia",480930,10380,3595472,85846
"Georgia",2,2021,"Europe & Central Asia",12647,332,270758,3510
"Germany",2,2021,"Europe & Central Asia",224935,6744,2442311,77216
"Gibraltar",2,2021,"Europe & Central Asia",140,19,4228,92
"Greece",2,2021,"Europe & Central Asia",33358,689,189831,6468
"Greenland",2,2021,"Europe & Central Asia",0,0,30,0
"Guernsey",2,2021,"Europe & Central Asia",328,1,821,17
"Holy See",2,2021,"Europe & Central Asia",0,0,26,0
"Hungary",2,2021,"Europe & Central Asia",61013,2450,428599,14974
"Iceland",2,2021,"Europe & Central Asia",46,0,6060,29
"Ireland",2,2021,"Europe & Central Asia",23677,930,220058,4537
"Isle of Man",2,2021,"Europe & Central Asia",49,0,483,35
"Italy",2,2021,"Europe & Central Asia",366042,9228,2907825,97507
"Jersey",2,2021,"Europe & Central Asia",65,3,3203,69
"Kazakhstan",2,2021,"Europe & Central Asia",27524,276,262093,3311
"Kosovo[1]",2,2021,"Europe & Central Asia",8869,103,68760,1585
"Kyrgyzstan",2,2021,"Europe & Central Asia",1700,52,86229,1464
"Latvia",2,2021,"Europe & Central Asia",19945,423,86186,1618
"Liechtenstein",2,2021,"Europe & Central Asia",83,2,2650,55
"Lithuania",2,2021,"Europe & Central Asia",14715,436,199162,3258
"Luxembourg",2,2021,"Europe & Central Asia",4784,55,55230,640
"Monaco",2,2021,"Europe & Central Asia",478,12,1953,24
"Montenegro",2,2021,"Europe & Central Asia",14158,194,75341,994
"Netherlands",2,2021,"Europe & Central Asia",109211,1597,1083106,15537
"North Macedonia",2,2021,"Europe & Central Asia",9964,278,102482,3126
"Norway",2,2021,"Europe & Central Asia",8308,59,71344,622
"Poland",2,2021,"Europe & Central Asia",193609,6581,1709777,43838
"Portugal",2,2021,"Europe & Central Asia",102882,4056,777338,16266
"Republic of Moldova",2,2021,"Europe & Central Asia",25343,562,184856,4183
"Romania",2,2021,"Europe & Central Asia",72246,2023,799164,20287
"Russian Federation",2,2021,"Europe & Central Asia",395640,12940,4246079,86122
"San Marino",2,2021,"Europe & Central Asia",680,7,3763,74
"Serbia",2,2021,"Europe & Central Asia",62553,429,456450,4429
"Slovakia",2,2021,"Europe & Central Asia",58170,2547,308083,7189
"Slovenia",2,2021,"Europe & Central Asia",23606,327,190179,4163
"Spain",2,2021,"Europe & Central Asia",319925,9494,3151637,75001
"Sweden",2,2021,"Europe & Central Asia",91101,806,664854,12996
"Switzerland",2,2021,"Europe & Central Asia",32306,463,554634,9628
"Tajikistan",2,2021,"Europe & Central Asia",0,0,13714,91
"The United Kingdom",2,2021,"Europe & Central Asia",366569,15465,4247298,124206
"Türkiye",2,2021,"Europe & Central Asia",222263,2638,2693164,28503
"Turkmenistan",2,2021,"Europe & Central Asia",0,0,0,0
"Ukraine",2,2021,"Europe & Central Asia",128394,3275,1347849,25982
"Uzbekistan",2,2021,"Europe & Central Asia",1175,1,79886,622
"Albania",3,2021,"Europe & Central Asia",18508,452,124723,2227
"Andorra",3,2021,"Europe & Central Asia",1095,5,11944,115
"Armenia",3,2021,"Europe & Central Asia",20581,323,192639,3515
"Austria",3,2021,"Europe & Central Asia",84267,965,532924,11281
"Azerbaijan",3,2021,"Europe & Central Asia",25487,325,259476,3538
"Belarus",3,2021,"Europe & Central Asia",34635,271,320594,2237
"Belgium",3,2021,"Europe & Central Asia",113082,819,881899,23177
"Bosnia and Herzegovina",3,2021,"Europe & Central Asia",35964,1413,167654,6501
"Bulgaria",3,2021,"Europe & Central Asia",91720,2901,338426,13068
"Croatia",3,2021,"Europe & Central Asia",26392,417,269009,5928
"Cyprus",3,2021,"Europe & Central Asia",11170,25,46106,261
"Czechia",3,2021,"Europe & Central Asia",298360,6123,1537976,26976
"Denmark",3,2021,"Europe & Central Asia",18919,68,229943,2444
"Estonia",3,2021,"Europe & Central Asia",40889,313,106560,902
"Faroe Islands",3,2021,"Europe & Central Asia",3,0,664,1
"Finland",3,2021,"Europe & Central Asia",19945,98,78298,882
"France",3,2021,"Europe & Central Asia",836770,8885,4432242,94731
"Georgia",3,2021,"Europe & Central Asia",11003,268,281761,3778
"Germany",3,2021,"Europe & Central Asia",373555,5544,2815866,82760
"Gibraltar",3,2021,"Europe & Central Asia",37,2,4265,94
"Greece",3,2021,"Europe & Central Asia",70246,1549,260077,8017
"Greenland",3,2021,"Europe & Central Asia",1,0,31,0
"Guernsey",3,2021,"Europe & Central Asia",0,0,821,17
"Holy See",3,2021,"Europe & Central Asia",0,0,26,0
"Hungary",3,2021,"Europe & Central Asia",223834,5763,652433,20737
"Iceland",3,2021,"Europe & Central Asia",142,0,6202,29
"Ireland",3,2021,"Europe & Central Asia",16464,270,236522,4807
"Isle of Man",3,2021,"Europe & Central Asia",1082,4,1565,39
"Italy",3,2021,"Europe & Central Asia",653120,11372,3560945,108879
"Jersey",3,2021,"Europe & Central Asia",11,0,3214,69
"Kazakhstan",3,2021,"Europe & Central Asia",33413,2601,295506,5912
"Kosovo[1]",3,2021,"Europe & Central Asia",20704,263,89464,1848
"Kyrgyzstan",3,2021,"Europe & Central Asia",2145,35,88374,1499
"Latvia",3,2021,"Europe & Central Asia",16177,281,102363,1899
"Liechtenstein",3,2021,"Europe & Central Asia",105,1,2755,56
"Lithuania",3,2021,"Europe & Central Asia",16958,318,216120,3576
"Luxembourg",3,2021,"Europe & Central Asia",6026,110,61256,750
"Monaco",3,2021,"Europe & Central Asia",329,4,2282,28
"Montenegro",3,2021,"Europe & Central Asia",15496,262,90837,1256
"Netherlands",3,2021,"Europe & Central Asia",180955,963,1264061,16500
"North Macedonia",3,2021,"Europe & Central Asia",26029,623,128511,3749
"Norway",3,2021,"Europe & Central Asia",23989,38,95333,660
"Poland",3,2021,"Europe & Central Asia",613627,9220,2323404,53058
"Portugal",3,2021,"Europe & Central Asia",27874,568,805212,16834
"Republic of Moldova",3,2021,"Europe & Central Asia",43514,1163,228370,5346
"Romania",3,2021,"Europe & Central Asia",147483,3122,946647,23409
"Russian Federation",3,2021,"Europe & Central Asia",299016,12728,4545095,98850
"San Marino",3,2021,"Europe & Central Asia",992,10,4755,84
"Serbia",3,2021,"Europe & Central Asia",139039,841,595489,5270
"Slovakia",3,2021,"Europe & Central Asia",53102,2530,361185,9719
"Slovenia",3,2021,"Europe & Central Asia",25604,220,215783,4383
"Spain",3,2021,"Europe & Central Asia",155971,3205,3307608,78206
"Sweden",3,2021,"Europe & Central Asia",139878,587,804732,13583
"Switzerland",3,2021,"Europe & Central Asia",44560,285,599194,9913
"Tajikistan",3,2021,"Europe & Central Asia",0,0,13714,91
"The United Kingdom",3,2021,"Europe & Central Asia",170887,3334,4418185,127540
"Türkiye",3,2021,"Europe & Central Asia",584716,2882,3277880,31385
"Turkmenistan",3,2021,"Europe & Central Asia",0,0,0,0
"Ukraine",3,2021,"Europe & Central Asia",326319,6843,1674168,32825
"Uzbekistan",3,2021,"Europe & Central Asia",2983,7,82869,629
"Albania",4,2021,"Europe & Central Asia",6254,162,130977,2389
"Andorra",4,2021,"Europe & Central Asia",1254,10,13198,125
"Armenia",4,2021,"Europe & Central Asia",23425,593,216064,4108
"Austria",4,2021,"Europe & Central Asia",73835,1014,606759,12295
"Azerbaijan",4,2021,"Europe & Central Asia",58437,952,317913,4490
"Belarus",4,2021,"Europe & Central Asia",36639,295,357233,2532
"Belgium",4,2021,"Europe & Central Asia",106337,1205,988236,24382
"Bosnia and Herzegovina",4,2021,"Europe & Central Asia",30212,1993,197866,8494
"Bulgaria",4,2021,"Europe & Central Asia",65302,3300,403728,16368
"Croatia",4,2021,"Europe & Central Asia",61167,1112,330176,7040
"Cyprus",4,2021,"Europe & Central Asia",20097,54,66203,315
"Czechia",4,2021,"Europe & Central Asia",98888,2683,1636864,29659
"Denmark",4,2021,"Europe & Central Asia",20489,70,250432,2514
"Estonia",4,2021,"Europe & Central Asia",15908,256,122468,1158
"Faroe Islands",4,2021,"Europe & Central Asia",2,0,666,1
"Finland",4,2021,"Europe & Central Asia",9092,51,87390,933
"France",4,2021,"Europe & Central Asia",770378,8780,5202620,103511
"Georgia",4,2021,"Europe & Central Asia",28549,332,310310,4110
"Germany",4,2021,"Europe & Central Asia",567739,6774,3383605,89534
"Gibraltar",4,2021,"Europe & Central Asia",18,0,4283,94
"Greece",4,2021,"Europe & Central Asia",82831,2298,342908,10315
"Greenland",4,2021,"Europe & Central Asia",0,0,31,0
"Guernsey",4,2021,"Europe & Central Asia",1,0,822,17
"Holy See",4,2021,"Europe & Central Asia",0,0,26,0
"Hungary",4,2021,"Europe & Central Asia",126915,6803,779348,27540
"Iceland",4,2021,"Europe & Central Asia",276,0,6478,29
"Ireland",4,2021,"Europe & Central Asia",12882,117,249404,4924
"Isle of Man",4,2021,"Europe & Central Asia",20,0,1585,39
"Italy",4,2021,"Europe & Central Asia",448263,11665,4009208,120544
"Jersey",4,2021,"Europe & Central Asia",6,0,3220,69
"Kazakhstan",4,2021,"Europe & Central Asia",77156,649,372662,6561
"Kosovo[1]",4,2021,"Europe & Central Asia",15479,304,104943,2152
"Kyrgyzstan",4,2021,"Europe & Central Asia",6901,105,95275,1604
"Latvia",4,2021,"Europe & Central Asia",16195,232,118558,2131
"Liechtenstein",4,2021,"Europe & Central Asia",268,1,3023,57
"Lithuania",4,2021,"Europe & Central Asia",31337,355,247457,3931
"Luxembourg",4,2021,"Europe & Central Asia",5751,46,67007,796
"Monaco",4,2021,"Europe & Central Asia",170,4,2452,32
"Montenegro",4,2021,"Europe & Central Asia",6423,229,97260,1485
"Netherlands",4,2021,"Europe & Central Asia",223571,617,1487632,17117
"North Macedonia",4,2021,"Europe & Central Asia",23239,1023,151750,4772
"Norway",4,2021,"Europe & Central Asia",17432,93,112765,753
"Poland",4,2021,"Europe & Central Asia",470300,14448,2793704,67506
"Portugal",4,2021,"Europe & Central Asia",18297,129,823509,16963
"Republic of Moldova",4,2021,"Europe & Central Asia",22138,947,250508,6293
"Romania",4,2021,"Europe & Central Asia",106982,4562,1053629,27971
"Russian Federation",4,2021,"Europe & Central Asia",260193,11278,4805288,110128
"San Marino",4,2021,"Europe & Central Asia",353,6,5108,90
"Serbia",4,2021,"Europe & Central Asia",92455,1067,687944,6337
"Slovakia",4,2021,"Europe & Central Asia",21026,1965,382211,11684
"Slovenia",4,2021,"Europe & Central Asia",24652,214,240435,4597
"Spain",4,2021,"Europe & Central Asia",240917,2348,3548525,80554
"Sweden",4,2021,"Europe & Central Asia",168573,582,973305,14165
"Switzerland",4,2021,"Europe & Central Asia",58590,256,657784,10169
"Tajikistan",4,2021,"Europe & Central Asia",0,0,13714,91
"The United Kingdom",4,2021,"Europe & Central Asia",79538,712,4497723,128252
"Türkiye",4,2021,"Europe & Central Asia",1510820,8352,4788700,39737
"Turkmenistan",4,2021,"Europe & Central Asia",0,0,0,0
"Ukraine",4,2021,"Europe & Central Asia",395369,11260,2069537,44085
"Uzbekistan",4,2021,"Europe & Central Asia",7939,20,90808,649
"Albania",5,2021,"Europe & Central Asia",1332,61,132309,2450
