Country;Month;Year;region;New_cases;New_deaths;Cumulative_cases;Cumulative_deaths
Bonaire;6;2020;Latin America & Caribbean;0;0;2;0
Bonaire;7;2020;Latin America & Caribbean;3;0;5;0
Bonaire;8;2020;Latin America & Caribbean;2;0;7;0
Bonaire;9;2020;Latin America & Caribbean;90;1;97;1
Bonaire;10;2020;Latin America & Caribbean;37;2;134;3
Bonaire;11;2020;Latin America & Caribbean;8;0;142;3
Bonaire;12;2020;Latin America & Caribbean;20;0;162;3
Bonaire;1;2021;Latin America & Caribbean;200;0;362;3
Bonaire;2;2021;Latin America & Caribbean;44;1;406;4
Bonaire;3;2021;Latin America & Caribbean;909;6;1315;10
Bonaire;4;2021;Latin America & Caribbean;215;6;1530;16
Bonaire;5;2021;Latin America & Caribbean;55;1;1585;17
Bonaire;6;2021;Latin America & Caribbean;33;0;1618;17
Bonaire;7;2021;Latin America & Caribbean;60;0;1678;17
Bonaire;8;2021;Latin America & Caribbean;75;0;1753;17
Bonaire;9;2021;Latin America & Caribbean;279;2;2032;19
Bonaire;10;2021;Latin America & Caribbean;340;0;2372;19
Bonaire;11;2021;Latin America & Caribbean;475;3;2847;22
Bonaire;12;2021;Latin America & Caribbean;447;1;3294;23
Bonaire;1;2022;Latin America & Caribbean;3032;3;6326;26
Bonaire;2;2022;Latin America & Caribbean;590;2;6916;28
Bonaire;3;2022;Latin America & Caribbean;275;0;7191;28
Bonaire;4;2022;Latin America & Caribbean;1093;1;8284;29
Bonaire;5;2022;Latin America & Caribbean;271;1;8555;30
Bonaire;6;2022;Latin America & Caribbean;255;0;8810;30
Bonaire;7;2022;Latin America & Caribbean;258;0;9068;30
Bonaire;8;2022;Latin America & Caribbean;259;1;9327;31
Bonaire;9;2022;Latin America & Caribbean;92;0;9419;31
Bonaire;10;2022;Latin America & Caribbean;97;0;9516;31
Bonaire;11;2022;Latin America & Caribbean;15;0;9531;31
Bosnia and Herzegovina;1;2020;Europe & Central Asia;0;0;0;0
Bosnia and Herzegovina;2;2020;Europe & Central Asia;0;0;0;0
Bosnia and Herzegovina;3;2020;Europe & Central Asia;406;12;406;12
Bosnia and Herzegovina;4;2020;Europe & Central Asia;1271;53;1677;65
Bosnia and Herzegovina;5;2020;Europe & Central Asia;817;88;2494;153
Bosnia and Herzegovina;6;2020;Europe & Central Asia;1831;31;4325;184
Bosnia and Herzegovina;7;2020;Europe & Central Asia;7119;144;11444;328
Bosnia and Herzegovina;8;2020;Europe & Central Asia;8349;270;19793;598
Bosnia and Herzegovina;9;2020;Europe & Central Asia;7433;245;27226;843
Bosnia and Herzegovina;10;2020;Europe & Central Asia;20911;369;48137;1212
Bosnia and Herzegovina;11;2020;Europe & Central Asia;39137;1408;87274;2620
Bosnia and Herzegovina;12;2020;Europe & Central Asia;23711;1430;110985;4050
Bosnia and Herzegovina;1;2021;Europe & Central Asia;10906;646;121891;4696
Bosnia and Herzegovina;2;2021;Europe & Central Asia;9799;392;131690;5088
Bosnia and Herzegovina;3;2021;Europe & Central Asia;35964;1413;167654;6501
Bosnia and Herzegovina;4;2021;Europe & Central Asia;30212;1993;197866;8494
Bosnia and Herzegovina;5;2021;Europe & Central Asia;6112;721;203978;9215
Bosnia and Herzegovina;6;2021;Europe & Central Asia;1026;430;205004;9645
Bosnia and Herzegovina;7;2021;Europe & Central Asia;651;42;205655;9687
Bosnia and Herzegovina;8;2021;Europe & Central Asia;7724;105;213379;9792
Bosnia and Herzegovina;9;2021;Europe & Central Asia;20396;782;233775;10574
Bosnia and Herzegovina;10;2021;Europe & Central Asia;19982;954;253757;11528
Bosnia and Herzegovina;11;2021;Europe & Central Asia;20462;1027;274219;12555
Bosnia and Herzegovina;12;2021;Europe & Central Asia;16252;873;290471;13428
Bosnia and Herzegovina;1;2022;Europe & Central Asia;56180;941;346651;14369
Bosnia and Herzegovina;2;2022;Europe & Central Asia;24416;1066;371067;15435
Bosnia and Herzegovina;3;2022;Europe & Central Asia;4265;275;375332;15710
Bosnia and Herzegovina;4;2022;Europe & Central Asia;1755;55;377087;15765
Bosnia and Herzegovina;5;2022;Europe & Central Asia;801;22;377888;15787
Bosnia and Herzegovina;6;2022;Europe & Central Asia;742;18;378630;15805
Bosnia and Herzegovina;7;2022;Europe & Central Asia;7112;59;385742;15864
Bosnia and Herzegovina;8;2022;Europe & Central Asia;9888;185;395630;16049
Bosnia and Herzegovina;9;2022;Europe & Central Asia;3038;87;398668;16136
Bosnia and Herzegovina;10;2022;Europe & Central Asia;1263;33;399931;16169
Bosnia and Herzegovina;11;2022;Europe & Central Asia;138;11;400069;16180
Botswana;1;2020;Sub-Saharan Africa;0;0;0;0
Botswana;2;2020;Sub-Saharan Africa;0;0;0;0
Botswana;3;2020;Sub-Saharan Africa;3;1;3;1
Botswana;4;2020;Sub-Saharan Africa;20;0;23;1
Botswana;5;2020;Sub-Saharan Africa;12;0;35;1
Botswana;6;2020;Sub-Saharan Africa;140;0;175;1
Botswana;7;2020;Sub-Saharan Africa;629;1;804;2
Botswana;8;2020;Sub-Saharan Africa;829;4;1633;6
Botswana;9;2020;Sub-Saharan Africa;1539;10;3172;16
Botswana;10;2020;Sub-Saharan Africa;3470;9;6642;25
Botswana;11;2020;Sub-Saharan Africa;3877;8;10519;33
Botswana;12;2020;Sub-Saharan Africa;4118;10;14637;43
Botswana;1;2021;Sub-Saharan Africa;6986;96;21623;139
Botswana;2;2021;Sub-Saharan Africa;9104;188;30727;327
Botswana;3;2021;Sub-Saharan Africa;10151;264;40878;591
Botswana;4;2021;Sub-Saharan Africa;8531;121;49409;712
Botswana;5;2021;Sub-Saharan Africa;8107;137;57516;849
Botswana;6;2021;Sub-Saharan Africa;13927;309;71443;1158
Botswana;7;2021;Sub-Saharan Africa;43777;495;115220;1653
Botswana;8;2021;Sub-Saharan Africa;44097;623;159317;2276
Botswana;9;2021;Sub-Saharan Africa;19903;92;179220;2368
Botswana;10;2021;Sub-Saharan Africa;8061;39;187281;2407
Botswana;11;2021;Sub-Saharan Africa;8021;12;195302;2419
Botswana;12;2021;Sub-Saharan Africa;26751;33;222053;2452
Botswana;1;2022;Sub-Saharan Africa;30983;129;253036;2581
Botswana;2;2022;Sub-Saharan Africa;51479;84;304515;2665
Botswana;3;2022;Sub-Saharan Africa;1227;22;305742;2687
Botswana;4;2022;Sub-Saharan Africa;458;3;306200;2690
Botswana;5;2022;Sub-Saharan Africa;414;2;306614;2692
Botswana;6;2022;Sub-Saharan Africa;16713;60;323327;2752
Botswana;7;2022;Sub-Saharan Africa;2397;20;325724;2772
Botswana;8;2022;Sub-Saharan Africa;187;6;325911;2778
Botswana;9;2022;Sub-Saharan Africa;398;3;326309;2781
Botswana;10;2022;Sub-Saharan Africa;15;1;326324;2782
Botswana;11;2022;Sub-Saharan Africa;0;0;326324;2782
Brazil;1;2020;Latin America & Caribbean;0;0;0;0
Brazil;2;2020;Latin America & Caribbean;1;0;1;0
Brazil;3;2020;Latin America & Caribbean;4255;136;4256;136
Brazil;4;2020;Latin America & Caribbean;67630;4881;71886;5017
Brazil;5;2020;Latin America & Caribbean;393280;22861;465166;27878
Brazil;6;2020;Latin America & Caribbean;878977;29744;1344143;57622
Brazil;7;2020;Latin America & Caribbean;1208122;32512;2552265;90134
Brazil;8;2020;Latin America & Caribbean;1293888;30328;3846153;120462
Brazil;9;2020;Latin America & Caribbean;899311;21596;4745464;142058
Brazil;10;2020;Latin America & Caribbean;748912;16911;5494376;158969
Brazil;11;2020;Latin America & Caribbean;795896;13592;6290272;172561
Brazil;12;2020;Latin America & Caribbean;1273279;20120;7563551;192681
Brazil;1;2021;Latin America & Caribbean;1554962;29985;9118513;222666
Brazil;2;2021;Latin America & Caribbean;1337117;30169;10455630;252835
Brazil;3;2021;Latin America & Caribbean;2117985;61031;12573615;313866
Brazil;4;2021;Latin America & Caribbean;1947674;84319;14521289;398185
Brazil;5;2021;Latin America & Caribbean;1950311;62872;16471600;461057
Brazil;6;2021;Latin America & Caribbean;1976802;53035;18448402;514092
Brazil;7;2021;Latin America & Caribbean;1390967;40405;19839369;554497
Brazil;8;2021;Latin America & Caribbean;902446;24811;20741815;579308
Brazil;9;2021;Latin America & Caribbean;639975;16138;21381790;595446
Brazil;10;2021;Latin America & Caribbean;411611;12016;21793401;607462
Brazil;11;2021;Latin America & Caribbean;287505;6816;22080906;614278
Brazil;12;2021;Latin America & Caribbean;182928;4539;22263834;618817
Brazil;1;2022;Latin America & Caribbean;2950788;7707;25214622;626524
Brazil;2;2022;Latin America & Caribbean;3529428;22389;28744050;648913
Brazil;3;2022;Latin America & Caribbean;1138347;10328;29882397;659241
Brazil;4;2022;Latin America & Caribbean;536523;3984;30418920;663225
Brazil;5;2022;Latin America & Caribbean;534659;3228;30953579;666453
Brazil;6;2022;Latin America & Caribbean;1253375;4395;32206954;670848
Brazil;7;2022;Latin America & Caribbean;1583744;7465;33790698;678313
Brazil;8;2022;Latin America & Caribbean;606507;5309;34397205;683622
Brazil;9;2022;Latin America & Caribbean;256985;2305;34654190;685927
Brazil;10;2022;Latin America & Caribbean;169879;2164;34824069;688091
Brazil;11;2022;Latin America & Caribbean;15268;137;34839337;688228
Virgin Islands;1;2020;Latin America & Caribbean;0;0;0;0
Virgin Islands;2;2020;Latin America & Caribbean;0;0;0;0
Virgin Islands;3;2020;Latin America & Caribbean;2;0;2;0
Virgin Islands;4;2020;Latin America & Caribbean;4;1;6;1
Virgin Islands;5;2020;Latin America & Caribbean;2;0;8;1
Virgin Islands;6;2020;Latin America & Caribbean;0;0;8;1
Virgin Islands;7;2020;Latin America & Caribbean;0;0;8;1
Virgin Islands;8;2020;Latin America & Caribbean;29;0;37;1
Virgin Islands;9;2020;Latin America & Caribbean;34;0;71;1
Virgin Islands;10;2020;Latin America & Caribbean;1;0;72;1
Virgin Islands;11;2020;Latin America & Caribbean;1;0;73;1
Virgin Islands;12;2020;Latin America & Caribbean;20;0;93;1
Virgin Islands;1;2021;Latin America & Caribbean;48;0;141;1
Virgin Islands;2;2021;Latin America & Caribbean;12;0;153;1
Virgin Islands;3;2021;Latin America & Caribbean;1;0;154;1
Virgin Islands;4;2021;Latin America & Caribbean;40;0;194;1
Virgin Islands;5;2021;Latin America & Caribbean;95;0;289;1
Virgin Islands;6;2021;Latin America & Caribbean;9;0;298;1
Virgin Islands;7;2021;Latin America & Caribbean;2202;30;2500;31
Virgin Islands;8;2021;Latin America & Caribbean;68;6;2568;37
Virgin Islands;9;2021;Latin America & Caribbean;108;0;2676;37
Virgin Islands;10;2021;Latin America & Caribbean;49;0;2725;37
Virgin Islands;11;2021;Latin America & Caribbean;48;1;2773;38
Virgin Islands;12;2021;Latin America & Caribbean;483;1;3256;39
Virgin Islands;1;2022;Latin America & Caribbean;2619;10;5875;49
Virgin Islands;2;2022;Latin America & Caribbean;210;13;6085;62
Virgin Islands;3;2022;Latin America & Caribbean;56;0;6141;62
Virgin Islands;4;2022;Latin America & Caribbean;214;0;6355;62
Virgin Islands;5;2022;Latin America & Caribbean;410;0;6765;62
Virgin Islands;6;2022;Latin America & Caribbean;176;1;6941;63
Virgin Islands;7;2022;Latin America & Caribbean;190;0;7131;63
Virgin Islands;8;2022;Latin America & Caribbean;160;1;7291;64
Virgin Islands;9;2022;Latin America & Caribbean;14;0;7305;64
Virgin Islands;10;2022;Latin America & Caribbean;0;0;7305;64
Virgin Islands;11;2022;Latin America & Caribbean;0;0;7305;64
Brunei;1;2020;East Asia & Pacific;0;0;0;0
Brunei;2;2020;East Asia & Pacific;0;0;0;0
Brunei;3;2020;East Asia & Pacific;127;1;127;1
Brunei;4;2020;East Asia & Pacific;11;0;138;1
Brunei;5;2020;East Asia & Pacific;3;1;141;2
Brunei;6;2020;East Asia & Pacific;0;1;141;3
Brunei;7;2020;East Asia & Pacific;0;0;141;3
Brunei;8;2020;East Asia & Pacific;3;0;144;3
Brunei;9;2020;East Asia & Pacific;2;0;146;3
Brunei;10;2020;East Asia & Pacific;2;0;148;3
Brunei;11;2020;East Asia & Pacific;2;0;150;3
Brunei;12;2020;East Asia & Pacific;7;0;157;3
Brunei;1;2021;East Asia & Pacific;23;0;180;3
Brunei;2;2021;East Asia & Pacific;6;0;186;3
Brunei;3;2021;East Asia & Pacific;24;0;210;3
Brunei;4;2021;East Asia & Pacific;14;0;224;3
Brunei;5;2021;East Asia & Pacific;18;0;242;3
Brunei;6;2021;East Asia & Pacific;18;0;260;3
Brunei;7;2021;East Asia & Pacific;76;0;336;3
Brunei;8;2021;East Asia & Pacific;2305;13;2641;16
Brunei;9;2021;East Asia & Pacific;4309;22;6950;38
Brunei;10;2021;East Asia & Pacific;6115;19;13065;57
Brunei;11;2021;East Asia & Pacific;1993;4;15058;61
Brunei;12;2021;East Asia & Pacific;412;0;15470;61
Brunei;1;2022;East Asia & Pacific;943;1;16413;62
Brunei;2;2022;East Asia & Pacific;43034;11;59447;73
Brunei;3;2022;East Asia & Pacific;74279;27;133726;100
Brunei;4;2022;East Asia & Pacific;8022;1;141748;101
Brunei;5;2022;East Asia & Pacific;6647;0;148395;101
Brunei;6;2022;East Asia & Pacific;15132;1;163527;102
Brunei;7;2022;East Asia & Pacific;42633;20;206160;122
Brunei;8;2022;East Asia & Pacific;16899;7;223059;129
Brunei;9;2022;East Asia & Pacific;6606;3;229665;132
Brunei;10;2022;East Asia & Pacific;11379;4;241044;136
Brunei;11;2022;East Asia & Pacific;0;0;241044;136
Bulgaria;1;2020;Europe & Central Asia;0;0;0;0
Bulgaria;2;2020;Europe & Central Asia;0;0;0;0
Bulgaria;3;2020;Europe & Central Asia;359;8;359;8
Bulgaria;4;2020;Europe & Central Asia;1088;56;1447;64
Bulgaria;5;2020;Europe & Central Asia;1066;83;2513;147
Bulgaria;6;2020;Europe & Central Asia;2318;76;4831;223
Bulgaria;7;2020;Europe & Central Asia;6589;151;11420;374
Bulgaria;8;2020;Europe & Central Asia;4770;239;16190;613
Bulgaria;9;2020;Europe & Central Asia;4357;200;20547;813
Bulgaria;10;2020;Europe & Central Asia;30494;441;51041;1254
Bulgaria;11;2020;Europe & Central Asia;91445;2560;142486;3814
Bulgaria;12;2020;Europe & Central Asia;58734;3701;201220;7515
Bulgaria;1;2021;Europe & Central Asia;17398;1513;218618;9028
Bulgaria;2;2021;Europe & Central Asia;28088;1139;246706;10167
Bulgaria;3;2021;Europe & Central Asia;91720;2901;338426;13068
Bulgaria;4;2021;Europe & Central Asia;65302;3300;403728;16368
Bulgaria;5;2021;Europe & Central Asia;14546;1294;418274;17662
Bulgaria;6;2021;Europe & Central Asia;3477;387;421751;18049
Bulgaria;7;2021;Europe & Central Asia;3121;162;424872;18211
Bulgaria;8;2021;Europe & Central Asia;28817;629;453689;18840
Bulgaria;9;2021;Europe & Central Asia;46423;1972;500112;20812
Bulgaria;10;2021;Europe & Central Asia;100923;3106;601035;23918
Bulgaria;11;2021;Europe & Central Asia;91341;4407;692376;28325
Bulgaria;12;2021;Europe & Central Asia;51922;2565;744298;30890
Bulgaria;1;2022;Europe & Central Asia;197516;2270;941814;33160
Bulgaria;2;2022;Europe & Central Asia;146706;2322;1088520;35482
Bulgaria;3;2022;Europe & Central Asia;49260;1030;1137780;36512
Bulgaria;4;2022;Europe & Central Asia;18686;399;1156466;36911
Bulgaria;5;2022;Europe & Central Asia;8519;234;1164985;37145
Bulgaria;6;2022;Europe & Central Asia;6782;106;1171767;37251
Bulgaria;7;2022;Europe & Central Asia;34921;126;1206688;37377
Bulgaria;8;2022;Europe & Central Asia;35445;223;1242133;37600
Bulgaria;9;2022;Europe & Central Asia;16537;114;1258670;37714
Bulgaria;10;2022;Europe & Central Asia;19566;146;1278236;37860
Bulgaria;11;2022;Europe & Central Asia;3016;60;1281252;37920
Burkina Faso;1;2020;Sub-Saharan Africa;0;0;0;0
Burkina Faso;2;2020;Sub-Saharan Africa;0;0;0;0
Burkina Faso;3;2020;Sub-Saharan Africa;261;15;261;15
Burkina Faso;4;2020;Sub-Saharan Africa;384;28;645;43
Burkina Faso;5;2020;Sub-Saharan Africa;210;10;855;53
Burkina Faso;6;2020;Sub-Saharan Africa;107;0;962;53
Burkina Faso;7;2020;Sub-Saharan Africa;181;0;1143;53
Burkina Faso;8;2020;Sub-Saharan Africa;227;2;1370;55
Burkina Faso;9;2020;Sub-Saharan Africa;686;3;2056;58
Burkina Faso;10;2020;Sub-Saharan Africa;444;9;2500;67
Burkina Faso;11;2020;Sub-Saharan Africa;386;1;2886;68
Burkina Faso;12;2020;Sub-Saharan Africa;3821;17;6707;85
Burkina Faso;1;2021;Sub-Saharan Africa;3975;35;10682;120
Burkina Faso;2;2021;Sub-Saharan Africa;1342;22;12024;142
Burkina Faso;3;2021;Sub-Saharan Africa;724;7;12748;149
Burkina Faso;4;2021;Sub-Saharan Africa;562;8;13310;157
Burkina Faso;5;2021;Sub-Saharan Africa;124;9;13434;166
Burkina Faso;6;2021;Sub-Saharan Africa;47;2;13481;168
Burkina Faso;7;2021;Sub-Saharan Africa;99;1;13580;169
Burkina Faso;8;2021;Sub-Saharan Africa;197;2;13777;171
Burkina Faso;9;2021;Sub-Saharan Africa;485;13;14262;184
Burkina Faso;10;2021;Sub-Saharan Africa;639;32;14901;216
Burkina Faso;11;2021;Sub-Saharan Africa;1099;70;16000;286
Burkina Faso;12;2021;Sub-Saharan Africa;1632;32;17632;318
Burkina Faso;1;2022;Sub-Saharan Africa;3017;53;20649;371
Burkina Faso;2;2022;Sub-Saharan Africa;102;4;20751;375
Burkina Faso;3;2022;Sub-Saharan Africa;107;7;20858;382
Burkina Faso;4;2022;Sub-Saharan Africa;27;2;20885;384
Burkina Faso;5;2022;Sub-Saharan Africa;14;0;20899;384
Burkina Faso;6;2022;Sub-Saharan Africa;145;3;21044;387
Burkina Faso;7;2022;Sub-Saharan Africa;84;0;21128;387
Burkina Faso;8;2022;Sub-Saharan Africa;0;0;21128;387
Burkina Faso;9;2022;Sub-Saharan Africa;503;0;21631;387
Burkina Faso;10;2022;Sub-Saharan Africa;0;0;21631;387
Burkina Faso;11;2022;Sub-Saharan Africa;0;0;21631;387
Burundi;1;2020;Sub-Saharan Africa;0;0;0;0
Burundi;2;2020;Sub-Saharan Africa;0;0;0;0
Burundi;3;2020;Sub-Saharan Africa;0;0;0;0
Burundi;4;2020;Sub-Saharan Africa;15;1;15;1
Burundi;5;2020;Sub-Saharan Africa;48;0;63;1
Burundi;6;2020;Sub-Saharan Africa;107;0;170;1
Burundi;7;2020;Sub-Saharan Africa;217;0;387;1
Burundi;8;2020;Sub-Saharan Africa;58;0;445;1
Burundi;9;2020;Sub-Saharan Africa;63;0;508;1
Burundi;10;2020;Sub-Saharan Africa;77;0;585;1
Burundi;11;2020;Sub-Saharan Africa;103;0;688;1
Burundi;12;2020;Sub-Saharan Africa;130;1;818;2
Burundi;1;2021;Sub-Saharan Africa;817;0;1635;2
Burundi;2;2021;Sub-Saharan Africa;582;1;2217;3
Burundi;3;2021;Sub-Saharan Africa;625;3;2842;6
Burundi;4;2021;Sub-Saharan Africa;1176;0;4018;6
Burundi;5;2021;Sub-Saharan Africa;785;0;4803;6
Burundi;6;2021;Sub-Saharan Africa;679;2;5482;8
Burundi;7;2021;Sub-Saharan Africa;1890;1;7372;9
Burundi;8;2021;Sub-Saharan Africa;5338;1;12710;10
Burundi;9;2021;Sub-Saharan Africa;5561;4;18271;14
Burundi;10;2021;Sub-Saharan Africa;1816;0;20087;14
Burundi;11;2021;Sub-Saharan Africa;328;0;20415;14
Burundi;12;2021;Sub-Saharan Africa;10135;0;30550;14
Burundi;1;2022;Sub-Saharan Africa;6882;1;37432;15
Burundi;2;2022;Sub-Saharan Africa;695;0;38127;15
Burundi;3;2022;Sub-Saharan Africa;392;0;38519;15
Burundi;4;2022;Sub-Saharan Africa;1630;0;40149;15
Burundi;5;2022;Sub-Saharan Africa;1935;0;42084;15
Burundi;6;2022;Sub-Saharan Africa;647;0;42731;15
Burundi;7;2022;Sub-Saharan Africa;3420;0;46151;15
Burundi;8;2022;Sub-Saharan Africa;3136;0;49287;15
Burundi;9;2022;Sub-Saharan Africa;906;0;50193;15
Burundi;10;2022;Sub-Saharan Africa;277;0;50470;15
Burundi;11;2022;Sub-Saharan Africa;47;0;50517;15
Cape Verde;1;2020;Sub-Saharan Africa;0;0;0;0
Cape Verde;2;2020;Sub-Saharan Africa;0;0;0;0
Cape Verde;3;2020;Sub-Saharan Africa;5;0;5;0
Cape Verde;4;2020;Sub-Saharan Africa;108;0;113;0
Cape Verde;5;2020;Sub-Saharan Africa;308;4;421;4
Cape Verde;6;2020;Sub-Saharan Africa;744;8;1165;12
Cape Verde;7;2020;Sub-Saharan Africa;1254;11;2419;23
Cape Verde;8;2020;Sub-Saharan Africa;1433;17;3852;40
Cape Verde;9;2020;Sub-Saharan Africa;2048;19;5900;59
Cape Verde;10;2020;Sub-Saharan Africa;2794;36;8694;95
Cape Verde;11;2020;Sub-Saharan Africa;2053;10;10747;105
Cape Verde;12;2020;Sub-Saharan Africa;1046;7;11793;112
Cape Verde;1;2021;Sub-Saharan Africa;2188;21;13981;133
Cape Verde;2;2021;Sub-Saharan Africa;1343;14;15324;147
Cape Verde;3;2021;Sub-Saharan Africa;1955;21;17279;168
Cape Verde;4;2021;Sub-Saharan Africa;6275;45;23554;213
Cape Verde;5;2021;Sub-Saharan Africa;6805;51;30359;264
Cape Verde;6;2021;Sub-Saharan Africa;2098;22;32457;286
Cape Verde;7;2021;Sub-Saharan Africa;1306;12;33763;298
Cape Verde;8;2021;Sub-Saharan Africa;1520;12;35283;310
Cape Verde;9;2021;Sub-Saharan Africa;2252;27;37535;337
Cape Verde;10;2021;Sub-Saharan Africa;672;12;38207;349
Cape Verde;11;2021;Sub-Saharan Africa;160;0;38367;349
Cape Verde;12;2021;Sub-Saharan Africa;2371;3;40738;352
Cape Verde;1;2022;Sub-Saharan Africa;14939;43;55677;395
Cape Verde;2;2022;Sub-Saharan Africa;209;6;55886;401
Cape Verde;3;2022;Sub-Saharan Africa;66;0;55952;401
Cape Verde;4;2022;Sub-Saharan Africa;70;0;56022;401
Cape Verde;5;2022;Sub-Saharan Africa;302;1;56324;402
Cape Verde;6;2022;Sub-Saharan Africa;4218;3;60542;405
Cape Verde;7;2022;Sub-Saharan Africa;1617;5;62159;410
Cape Verde;8;2022;Sub-Saharan Africa;161;0;62320;410
Cape Verde;9;2022;Sub-Saharan Africa;54;0;62374;410
Cape Verde;10;2022;Sub-Saharan Africa;23;0;62397;410
Cape Verde;11;2022;Sub-Saharan Africa;156;0;62553;410
Cambodia;1;2020;East Asia & Pacific;1;0;1;0
Cambodia;2;2020;East Asia & Pacific;0;0;1;0
Cambodia;3;2020;East Asia & Pacific;106;0;107;0
Cambodia;4;2020;East Asia & Pacific;15;0;122;0
Cambodia;5;2020;East Asia & Pacific;3;0;125;0
Cambodia;6;2020;East Asia & Pacific;16;0;141;0
Cambodia;7;2020;East Asia & Pacific;93;0;234;0
Cambodia;8;2020;East Asia & Pacific;40;0;274;0
Cambodia;9;2020;East Asia & Pacific;3;0;277;0
Cambodia;10;2020;East Asia & Pacific;14;0;291;0
Cambodia;11;2020;East Asia & Pacific;32;0;323;0
Cambodia;12;2020;East Asia & Pacific;43;0;366;0
Cambodia;1;2021;East Asia & Pacific;99;0;465;0
Cambodia;2;2021;East Asia & Pacific;340;0;805;0
Cambodia;3;2021;East Asia & Pacific;1635;11;2440;11
Cambodia;4;2021;East Asia & Pacific;10962;82;13402;93
Cambodia;5;2021;East Asia & Pacific;16692;121;30094;214
Cambodia;6;2021;East Asia & Pacific;19161;361;49255;575
Cambodia;7;2021;East Asia & Pacific;27330;800;76585;1375
Cambodia;8;2021;East Asia & Pacific;16031;517;92616;1892
Cambodia;9;2021;East Asia & Pacific;19057;410;111673;2302
Cambodia;10;2021;East Asia & Pacific;6754;479;118427;2781
Cambodia;11;2021;East Asia & Pacific;1685;154;120112;2935
Cambodia;12;2021;East Asia & Pacific;375;77;120487;3012
Cambodia;1;2022;East Asia & Pacific;812;3;121299;3015
Cambodia;2;2022;East Asia & Pacific;8621;17;129920;3032
Cambodia;3;2022;East Asia & Pacific;5665;22;135585;3054
Cambodia;4;2022;East Asia & Pacific;666;2;136251;3056
Cambodia;5;2022;East Asia & Pacific;11;0;136262;3056
Cambodia;6;2022;East Asia & Pacific;10;0;136272;3056
Cambodia;7;2022;East Asia & Pacific;481;0;136753;3056
Cambodia;8;2022;East Asia & Pacific;843;0;137596;3056
Cambodia;9;2022;East Asia & Pacific;274;0;137870;3056
Cambodia;10;2022;East Asia & Pacific;118;0;137988;3056
Cambodia;11;2022;East Asia & Pacific;8;0;137996;3056
Cameroon;1;2020;Sub-Saharan Africa;0;0;0;0
Cameroon;2;2020;Sub-Saharan Africa;0;0;0;0
Cameroon;3;2020;Sub-Saharan Africa;137;10;137;10
Cameroon;4;2020;Sub-Saharan Africa;1671;50;1808;60
Cameroon;5;2020;Sub-Saharan Africa;4096;134;5904;194
Cameroon;6;2020;Sub-Saharan Africa;7626;132;13530;326
Cameroon;7;2020;Sub-Saharan Africa;3725;63;17255;389
Cameroon;8;2020;Sub-Saharan Africa;2154;25;19409;414
Cameroon;9;2020;Sub-Saharan Africa;1466;4;20875;418
Cameroon;10;2020;Sub-Saharan Africa;918;8;21793;426
Cameroon;11;2020;Sub-Saharan Africa;2694;15;24487;441
Cameroon;12;2020;Sub-Saharan Africa;2361;7;26848;448
Cameroon;1;2021;Sub-Saharan Africa;3465;26;30313;474
Cameroon;2;2021;Sub-Saharan Africa;5401;77;35714;551
Cameroon;3;2021;Sub-Saharan Africa;18206;228;53920;779
Cameroon;4;2021;Sub-Saharan Africa;20813;365;74733;1144
Cameroon;5;2021;Sub-Saharan Africa;4196;131;78929;1275
Cameroon;6;2021;Sub-Saharan Africa;1929;49;80858;1324
Cameroon;7;2021;Sub-Saharan Africa;1206;10;82064;1334
Cameroon;8;2021;Sub-Saharan Africa;2146;23;84210;1357
Cameroon;9;2021;Sub-Saharan Africa;11189;160;95399;1517
Cameroon;10;2021;Sub-Saharan Africa;8949;214;104348;1731
Cameroon;11;2021;Sub-Saharan Africa;2800;73;107148;1804
Cameroon;12;2021;Sub-Saharan Africa;2518;49;109666;1853
Cameroon;1;2022;Sub-Saharan Africa;8010;54;117676;1907
Cameroon;2;2022;Sub-Saharan Africa;1564;16;119240;1923
Cameroon;3;2022;Sub-Saharan Africa;485;4;119725;1927
Cameroon;4;2022;Sub-Saharan Africa;165;2;119890;1929
Cameroon;5;2022;Sub-Saharan Africa;112;1;120002;1930
Cameroon;6;2022;Sub-Saharan Africa;195;1;120197;1931
Cameroon;7;2022;Sub-Saharan Africa;327;2;120524;1933
Cameroon;8;2022;Sub-Saharan Africa;2465;16;122989;1949
Cameroon;9;2022;Sub-Saharan Africa;796;11;123785;1960
Cameroon;10;2022;Sub-Saharan Africa;208;5;123993;1965
Cameroon;11;2022;Sub-Saharan Africa;0;0;123993;1965
Canada;1;2020;North America;3;0;3;0
Canada;2;2020;North America;10;0;13;0
Canada;3;2020;North America;6242;42;6255;42
Canada;4;2020;North America;43760;2811;50015;2853
Canada;5;2020;North America;39392;4106;89407;6959
Canada;6;2020;North America;13832;1529;103239;8488
Canada;7;2020;North America;12153;393;115392;8881
Canada;8;2020;North America;12281;194;127673;9075
Canada;9;2020;North America;27628;164;155301;9239
Canada;10;2020;North America;73241;785;228542;10024
Canada;11;2020;North America;137018;1891;365560;11915
Canada;12;2020;North America;199944;3359;565504;15274
Canada;1;2021;North America;205289;4388;770793;19662
Canada;2;2021;North America;90754;2076;861547;21738
Canada;3;2021;North America;110172;962;971719;22700
Canada;4;2021;North America;231016;1187;1202735;23887
Canada;5;2021;North America;174256;1350;1376991;25237
